state,Date,State,Region,Division,Daily_Death,Daily_Case,People_Fully_Vaccinated,Above_Poverty_Level_Population,No_Health_Insurance_Population,population,Median_Income,65_Years_or_More_Population,25_Years_or_More_Population,Population_Density,Bachelors_Degree_or_Higher_Population,Fully_reopen,Mask_Mandate,Vaccination_or_test,Ratio of people per hospital employee,Ratio of people per hospital,gdp_2020,employed_population,tests_combined_total
IL,2021-04-09,Illinois,Midwest,East North Central,22,4004,2571654,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5721370,21017929
IL,2021-04-10,Illinois,Midwest,East North Central,15,3630,2665722,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5721370,21102407
IL,2021-04-11,Illinois,Midwest,East North Central,16,2942,2777567,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5721370,21172007
IL,2021-04-12,Illinois,Midwest,East North Central,16,2433,2853730,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5721370,21225122
IL,2021-04-13,Illinois,Midwest,East North Central,17,3193,2890492,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5721370,21283370
IL,2021-04-14,Illinois,Midwest,East North Central,39,3536,2952843,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5721370,21371760
IL,2021-04-15,Illinois,Midwest,East North Central,31,3581,3093820,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5721370,21477421
IL,2021-04-16,Illinois,Midwest,East North Central,24,3866,3182010,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5721370,21571023
IL,2021-04-17,Illinois,Midwest,East North Central,25,3194,3269153,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5721370,21659208
IL,2021-04-18,Illinois,Midwest,East North Central,10,2666,3330480,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5721370,21729314
IL,2021-04-19,Illinois,Midwest,East North Central,21,1959,3365282,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5721370,21776820
IL,2021-04-20,Illinois,Midwest,East North Central,13,2587,3416113,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5721370,21839226
IL,2021-04-21,Illinois,Midwest,East North Central,29,2765,3498473,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5721370,21920359
IL,2021-04-22,Illinois,Midwest,East North Central,38,3170,3572205,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5721370,22008695
IL,2021-04-23,Illinois,Midwest,East North Central,27,3369,3648936,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5721370,22113490
IL,2021-04-24,Illinois,Midwest,East North Central,31,2907,3721747,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5721370,22208256
IL,2021-04-25,Illinois,Midwest,East North Central,25,2035,3769787,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5721370,22269555
IL,2021-04-26,Illinois,Midwest,East North Central,11,2137,3790976,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5721370,22318791
IL,2021-04-27,Illinois,Midwest,East North Central,24,2556,3835491,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5721370,22381515
IL,2021-04-28,Illinois,Midwest,East North Central,37,2728,3899653,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5721370,22469213
IL,2021-04-29,Illinois,Midwest,East North Central,41,3394,3966970,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5721370,22558270
IL,2021-04-30,Illinois,Midwest,East North Central,39,3207,4031269,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5721370,22666333
IL,2021-05-01,Illinois,Midwest,East North Central,39,2813,4086376,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,22749403
IL,2021-05-02,Illinois,Midwest,East North Central,28,1860,4110924,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,22822562
IL,2021-05-03,Illinois,Midwest,East North Central,31,2049,4119343,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,22872035
IL,2021-05-04,Illinois,Midwest,East North Central,21,2211,4119343,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,22929518
IL,2021-05-05,Illinois,Midwest,East North Central,33,2410,4213268,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,23007188
IL,2021-05-06,Illinois,Midwest,East North Central,40,1778,4282681,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,23103484
IL,2021-05-07,Illinois,Midwest,East North Central,41,3321,4334906,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,23204489
IL,2021-05-08,Illinois,Midwest,East North Central,22,1729,4413638,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,23281801
IL,2021-05-09,Illinois,Midwest,East North Central,31,1741,4466081,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,23347731
IL,2021-05-10,Illinois,Midwest,East North Central,13,1424,4512724,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,23388864
IL,2021-05-11,Illinois,Midwest,East North Central,27,1562,4552454,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,23435198
IL,2021-05-12,Illinois,Midwest,East North Central,23,1795,4607114,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,23505414
IL,2021-05-13,Illinois,Midwest,East North Central,31,1918,4656004,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,23594096
IL,2021-05-14,Illinois,Midwest,East North Central,54,1841,4690335,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,23677720
IL,2021-05-15,Illinois,Midwest,East North Central,45,1513,4754877,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,23761576
IL,2021-05-16,Illinois,Midwest,East North Central,25,1248,4791169,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,23813589
IL,2021-05-17,Illinois,Midwest,East North Central,6,946,4808286,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,23846737
IL,2021-05-18,Illinois,Midwest,East North Central,29,1495,4822723,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,23904959
IL,2021-05-19,Illinois,Midwest,East North Central,34,1633,4888879,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,23972125
IL,2021-05-20,Illinois,Midwest,East North Central,49,1542,4935680,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,24051654
IL,2021-05-21,Illinois,Midwest,East North Central,22,1573,4995694,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,24124753
IL,2021-05-22,Illinois,Midwest,East North Central,41,1108,5037643,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,24184067
IL,2021-05-23,Illinois,Midwest,East North Central,25,943,5070042,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,24233267
IL,2021-05-24,Illinois,Midwest,East North Central,10,933,5085890,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,24266277
IL,2021-05-25,Illinois,Midwest,East North Central,18,808,5112262,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,24309118
IL,2021-05-26,Illinois,Midwest,East North Central,28,1139,5143545,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,24366520
IL,2021-05-27,Illinois,Midwest,East North Central,44,891,5175214,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,24434225
IL,2021-05-28,Illinois,Midwest,East North Central,26,982,5208410,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,24490663
IL,2021-05-29,Illinois,Midwest,East North Central,39,802,5238796,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,24551788
IL,2021-05-30,Illinois,Midwest,East North Central,19,602,5259327,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,24590395
IL,2021-05-31,Illinois,Midwest,East North Central,38,521,5269435,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5758284,24616087
IL,2021-06-01,Illinois,Midwest,East North Central,10,401,5278187,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,24640360
IL,2021-06-02,Illinois,Midwest,East North Central,8,478,5297585,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,24676057
IL,2021-06-03,Illinois,Midwest,East North Central,24,674,5317858,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,24731489
IL,2021-06-04,Illinois,Midwest,East North Central,17,626,5347362,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,24796789
IL,2021-06-05,Illinois,Midwest,East North Central,32,538,5381428,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,24847616
IL,2021-06-06,Illinois,Midwest,East North Central,38,342,5412678,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,24886002
IL,2021-06-07,Illinois,Midwest,East North Central,20,244,5577098,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,24913350
IL,2021-06-08,Illinois,Midwest,East North Central,14,365,5606931,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,24949758
IL,2021-06-09,Illinois,Midwest,East North Central,27,408,5639749,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,24991516
IL,2021-06-10,Illinois,Midwest,East North Central,17,366,5678116,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,25033919
IL,2021-06-11,Illinois,Midwest,East North Central,22,401,5705969,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,25073580
IL,2021-06-12,Illinois,Midwest,East North Central,17,268,5731812,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,25125050
IL,2021-06-13,Illinois,Midwest,East North Central,12,298,5747319,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,25160648
IL,2021-06-14,Illinois,Midwest,East North Central,9,165,5763139,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,25185883
IL,2021-06-15,Illinois,Midwest,East North Central,15,226,5811543,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,25227247
IL,2021-06-16,Illinois,Midwest,East North Central,26,352,5846862,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,25271173
IL,2021-06-17,Illinois,Midwest,East North Central,21,248,5871511,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,25318410
IL,2021-06-18,Illinois,Midwest,East North Central,14,102,5902462,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,25357568
IL,2021-06-19,Illinois,Midwest,East North Central,0,251,5902462,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,25357568
IL,2021-06-20,Illinois,Midwest,East North Central,0,251,5902462,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,25357568
IL,2021-06-21,Illinois,Midwest,East North Central,26,253,5952379,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,25457197
IL,2021-06-22,Illinois,Midwest,East North Central,8,191,5965150,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,25491706
IL,2021-06-23,Illinois,Midwest,East North Central,8,258,5980289,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,25535634
IL,2021-06-24,Illinois,Midwest,East North Central,22,248,5999249,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,25583377
IL,2021-06-25,Illinois,Midwest,East North Central,7,292,6021634,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,25634328
IL,2021-06-26,Illinois,Midwest,East North Central,8,249,6021634,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,25634328
IL,2021-06-27,Illinois,Midwest,East North Central,8,249,6021634,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,25634328
IL,2021-06-28,Illinois,Midwest,East North Central,12,249,6135208,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,25709914
IL,2021-06-29,Illinois,Midwest,East North Central,2,301,6148310,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,25755919
IL,2021-06-30,Illinois,Midwest,East North Central,7,259,6164779,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5805967,25797100
IL,2021-07-01,Illinois,Midwest,East North Central,13,457,6180810,10916969,859612,12671821,32495,1942534,8686299,88.02,3010025,1,1,1,47,30388,3454066,5876645,25831883
