state,Date,State,Region,Division,Daily_Death,Daily_Case,People_Fully_Vaccinated,Above_Poverty_Level_Population,No_Health_Insurance_Population,population,Median_Income,65_Years_or_More_Population,25_Years_or_More_Population,Population_Density,Bachelors_Degree_or_Higher_Population,Fully_reopen,Mask_Mandate,Vaccination_or_test,Ratio of people per hospital employee,Ratio of people per hospital,gdp_2020,employed_population,tests_combined_total
MS,2021-02-12,Mississippi,South,East South Central,19,1001,93268,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1190741,1646285
MS,2021-02-13,Mississippi,South,East South Central,8,753,107275,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1190741,1646980
MS,2021-02-14,Mississippi,South,East South Central,12,730,120032,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1190741,1648073
MS,2021-02-15,Mississippi,South,East South Central,20,807,123520,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1190741,1681363
MS,2021-02-16,Mississippi,South,East South Central,7,367,123520,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1190741,1682097
MS,2021-02-17,Mississippi,South,East South Central,12,491,125845,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1190741,1682781
MS,2021-02-18,Mississippi,South,East South Central,11,414,125845,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1190741,1682915
MS,2021-02-19,Mississippi,South,East South Central,9,535,129594,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1190741,1683275
MS,2021-02-20,Mississippi,South,East South Central,4,354,133085,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1190741,1683625
MS,2021-02-21,Mississippi,South,East South Central,7,303,137909,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1190741,1684015
MS,2021-02-22,Mississippi,South,East South Central,18,749,142031,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1190741,1727060
MS,2021-02-23,Mississippi,South,East South Central,3,617,148214,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1190741,1727408
MS,2021-02-24,Mississippi,South,East South Central,10,588,156474,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1190741,1728077
MS,2021-02-25,Mississippi,South,East South Central,19,539,167077,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1190741,1728997
MS,2021-02-26,Mississippi,South,East South Central,12,515,179571,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1190741,1729728
MS,2021-02-27,Mississippi,South,East South Central,1,263,191874,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1190741,1730277
MS,2021-02-28,Mississippi,South,East South Central,1,229,204910,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1190741,1730981
MS,2021-03-01,Mississippi,South,East South Central,18,625,214608,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1754368
MS,2021-03-02,Mississippi,South,East South Central,7,342,220044,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1754669
MS,2021-03-03,Mississippi,South,East South Central,9,476,227961,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1755049
MS,2021-03-04,Mississippi,South,East South Central,5,376,236945,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1755528
MS,2021-03-05,Mississippi,South,East South Central,7,406,247339,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1756119
MS,2021-03-06,Mississippi,South,East South Central,5,201,257907,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1756695
MS,2021-03-07,Mississippi,South,East South Central,0,156,270210,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1756955
MS,2021-03-08,Mississippi,South,East South Central,9,433,275575,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1780171
MS,2021-03-09,Mississippi,South,East South Central,8,457,278797,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1780386
MS,2021-03-10,Mississippi,South,East South Central,5,511,285231,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1780682
MS,2021-03-11,Mississippi,South,East South Central,14,656,293379,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1781130
MS,2021-03-12,Mississippi,South,East South Central,7,395,302524,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1781443
MS,2021-03-13,Mississippi,South,East South Central,2,201,312058,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1781884
MS,2021-03-14,Mississippi,South,East South Central,1,156,326150,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1782016
MS,2021-03-15,Mississippi,South,East South Central,9,418,326212,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1803160
MS,2021-03-16,Mississippi,South,East South Central,2,283,329254,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1803381
MS,2021-03-17,Mississippi,South,East South Central,2,214,329992,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1803620
MS,2021-03-18,Mississippi,South,East South Central,5,398,335856,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1803796
MS,2021-03-19,Mississippi,South,East South Central,5,355,343155,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1804064
MS,2021-03-20,Mississippi,South,East South Central,3,151,350554,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1804320
MS,2021-03-21,Mississippi,South,East South Central,6,143,360469,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1804394
MS,2021-03-22,Mississippi,South,East South Central,15,339,366074,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1818302
MS,2021-03-23,Mississippi,South,East South Central,6,269,368968,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1818531
MS,2021-03-24,Mississippi,South,East South Central,5,281,392308,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1818761
MS,2021-03-25,Mississippi,South,East South Central,4,233,405026,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1818951
MS,2021-03-26,Mississippi,South,East South Central,2,256,417620,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1819108
MS,2021-03-27,Mississippi,South,East South Central,0,108,426061,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1819210
MS,2021-03-28,Mississippi,South,East South Central,0,130,441248,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1819319
MS,2021-03-29,Mississippi,South,East South Central,6,272,450752,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1832312
MS,2021-03-30,Mississippi,South,East South Central,6,227,454271,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1832422
MS,2021-03-31,Mississippi,South,East South Central,5,244,465695,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1186216,1832569
MS,2021-04-01,Mississippi,South,East South Central,0,214,482783,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1832734
MS,2021-04-02,Mississippi,South,East South Central,4,228,501752,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1832910
MS,2021-04-03,Mississippi,South,East South Central,3,127,506082,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1833090
MS,2021-04-04,Mississippi,South,East South Central,3,107,535400,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1833145
MS,2021-04-05,Mississippi,South,East South Central,6,271,539259,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1845226
MS,2021-04-06,Mississippi,South,East South Central,2,244,541241,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1845335
MS,2021-04-07,Mississippi,South,East South Central,2,271,553560,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1845515
MS,2021-04-08,Mississippi,South,East South Central,0,245,568472,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1845610
MS,2021-04-09,Mississippi,South,East South Central,1,223,581440,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1845773
MS,2021-04-10,Mississippi,South,East South Central,5,163,597694,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1845873
MS,2021-04-11,Mississippi,South,East South Central,1,175,614465,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1845873
MS,2021-04-12,Mississippi,South,East South Central,14,375,618693,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1858354
MS,2021-04-13,Mississippi,South,East South Central,1,302,621405,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1858580
MS,2021-04-14,Mississippi,South,East South Central,4,232,635370,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1858729
MS,2021-04-15,Mississippi,South,East South Central,6,221,660506,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1858916
MS,2021-04-16,Mississippi,South,East South Central,7,245,671741,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1859022
MS,2021-04-17,Mississippi,South,East South Central,1,147,687008,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1859129
MS,2021-04-18,Mississippi,South,East South Central,2,142,689602,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1859159
MS,2021-04-19,Mississippi,South,East South Central,3,303,691599,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1872701
MS,2021-04-20,Mississippi,South,East South Central,3,302,701771,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1872909
MS,2021-04-21,Mississippi,South,East South Central,5,231,714399,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1873022
MS,2021-04-22,Mississippi,South,East South Central,3,278,726074,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1873168
MS,2021-04-23,Mississippi,South,East South Central,4,281,736145,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1873280
MS,2021-04-24,Mississippi,South,East South Central,3,138,736145,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1873280
MS,2021-04-25,Mississippi,South,East South Central,3,128,736145,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1873280
MS,2021-04-26,Mississippi,South,East South Central,8,252,752538,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1873606
MS,2021-04-27,Mississippi,South,East South Central,8,255,759620,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1887422
MS,2021-04-28,Mississippi,South,East South Central,3,240,769013,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1887581
MS,2021-04-29,Mississippi,South,East South Central,3,209,779665,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1887608
MS,2021-04-30,Mississippi,South,East South Central,7,197,788078,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1198987,1887703
MS,2021-05-01,Mississippi,South,East South Central,2,169,788078,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1887703
MS,2021-05-02,Mississippi,South,East South Central,2,116,788078,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1887703
MS,2021-05-03,Mississippi,South,East South Central,8,282,798991,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1900140
MS,2021-05-04,Mississippi,South,East South Central,7,267,798991,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1900239
MS,2021-05-05,Mississippi,South,East South Central,4,190,811804,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1900210
MS,2021-05-06,Mississippi,South,East South Central,5,193,818937,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1900220
MS,2021-05-07,Mississippi,South,East South Central,2,209,825639,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1900335
MS,2021-05-08,Mississippi,South,East South Central,8,170,825639,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1900335
MS,2021-05-09,Mississippi,South,East South Central,4,129,825639,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1900335
MS,2021-05-10,Mississippi,South,East South Central,5,219,838800,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1911161
MS,2021-05-11,Mississippi,South,East South Central,4,206,842696,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1911250
MS,2021-05-12,Mississippi,South,East South Central,4,202,846645,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1911290
MS,2021-05-13,Mississippi,South,East South Central,2,157,850977,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1911447
MS,2021-05-14,Mississippi,South,East South Central,1,194,855595,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1911520
MS,2021-05-15,Mississippi,South,East South Central,0,115,855595,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1911520
MS,2021-05-16,Mississippi,South,East South Central,1,100,855595,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1911520
MS,2021-05-17,Mississippi,South,East South Central,7,235,863472,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1911599
MS,2021-05-18,Mississippi,South,East South Central,1,187,865895,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1923640
MS,2021-05-19,Mississippi,South,East South Central,4,207,869627,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1923753
MS,2021-05-20,Mississippi,South,East South Central,2,163,872737,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1923884
MS,2021-05-21,Mississippi,South,East South Central,3,133,878279,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1923889
MS,2021-05-22,Mississippi,South,East South Central,3,142,878279,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1923889
MS,2021-05-23,Mississippi,South,East South Central,1,88,878279,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1923889
MS,2021-05-24,Mississippi,South,East South Central,3,203,884544,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1934878
MS,2021-05-25,Mississippi,South,East South Central,1,180,887257,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1934963
MS,2021-05-26,Mississippi,South,East South Central,3,156,890028,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1935018
MS,2021-05-27,Mississippi,South,East South Central,5,128,893569,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1935099
MS,2021-05-28,Mississippi,South,East South Central,1,155,896761,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1935153
MS,2021-05-29,Mississippi,South,East South Central,2,82,896761,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1935153
MS,2021-05-30,Mississippi,South,East South Central,4,88,896761,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1935153
MS,2021-05-31,Mississippi,South,East South Central,1,67,902280,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1200709,1935280
MS,2021-06-01,Mississippi,South,East South Central,2,201,903432,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1935302
MS,2021-06-02,Mississippi,South,East South Central,3,136,905607,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1945102
MS,2021-06-03,Mississippi,South,East South Central,3,155,908629,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1945172
MS,2021-06-04,Mississippi,South,East South Central,2,113,911642,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1945236
MS,2021-06-05,Mississippi,South,East South Central,0,89,911642,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1945236
MS,2021-06-06,Mississippi,South,East South Central,4,91,911642,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1945236
MS,2021-06-07,Mississippi,South,East South Central,3,120,911642,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1954819
MS,2021-06-08,Mississippi,South,East South Central,3,104,920750,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1954820
MS,2021-06-09,Mississippi,South,East South Central,3,161,924023,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1954834
MS,2021-06-10,Mississippi,South,East South Central,3,120,927437,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1954948
MS,2021-06-11,Mississippi,South,East South Central,1,127,930656,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1955050
MS,2021-06-12,Mississippi,South,East South Central,3,89,930656,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1955050
MS,2021-06-13,Mississippi,South,East South Central,0,79,930656,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1955050
MS,2021-06-14,Mississippi,South,East South Central,0,146,936989,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1965149
MS,2021-06-15,Mississippi,South,East South Central,4,142,940960,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1965161
MS,2021-06-16,Mississippi,South,East South Central,0,189,946229,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1965185
MS,2021-06-17,Mississippi,South,East South Central,3,115,949352,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1965275
MS,2021-06-18,Mississippi,South,East South Central,2,102,952865,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1965430
MS,2021-06-19,Mississippi,South,East South Central,0,97,952865,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1965430
MS,2021-06-20,Mississippi,South,East South Central,0,91,952865,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1965430
MS,2021-06-21,Mississippi,South,East South Central,2,162,958576,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1976614
MS,2021-06-22,Mississippi,South,East South Central,3,184,958576,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1976627
MS,2021-06-23,Mississippi,South,East South Central,2,199,962130,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1976672
MS,2021-06-24,Mississippi,South,East South Central,5,187,964504,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1976879
MS,2021-06-25,Mississippi,South,East South Central,3,166,967670,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1976977
MS,2021-06-26,Mississippi,South,East South Central,1,84,967670,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1976977
MS,2021-06-27,Mississippi,South,East South Central,2,175,967670,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1976977
MS,2021-06-28,Mississippi,South,East South Central,8,236,978185,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1986386
MS,2021-06-29,Mississippi,South,East South Central,2,144,979997,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1986545
MS,2021-06-30,Mississippi,South,East South Central,3,185,982012,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1191064,1986702
MS,2021-07-01,Mississippi,South,East South Central,4,197,984043,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,1986784
MS,2021-07-02,Mississippi,South,East South Central,4,158,985048,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,1986872
MS,2021-07-03,Mississippi,South,East South Central,4,123,985048,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,1986872
MS,2021-07-04,Mississippi,South,East South Central,6,109,985048,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,1986872
MS,2021-07-05,Mississippi,South,East South Central,3,117,985048,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,1986872
MS,2021-07-06,Mississippi,South,East South Central,7,159,990796,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,1996252
MS,2021-07-07,Mississippi,South,East South Central,8,479,992851,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,1996426
MS,2021-07-08,Mississippi,South,East South Central,10,416,994568,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,1996640
MS,2021-07-09,Mississippi,South,East South Central,8,253,996508,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,1996813
MS,2021-07-10,Mississippi,South,East South Central,2,253,996508,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,1996813
MS,2021-07-11,Mississippi,South,East South Central,6,253,996508,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,1996813
MS,2021-07-12,Mississippi,South,East South Central,8,256,1000991,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,2006202
MS,2021-07-13,Mississippi,South,East South Central,10,641,1002165,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,2006217
MS,2021-07-14,Mississippi,South,East South Central,6,557,1003825,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,2006545
MS,2021-07-15,Mississippi,South,East South Central,8,534,1005648,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,2006679
MS,2021-07-16,Mississippi,South,East South Central,6,724,1007618,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,2006897
MS,2021-07-17,Mississippi,South,East South Central,4,724,1007618,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,2006897
MS,2021-07-18,Mississippi,South,East South Central,9,724,1007618,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,2006897
MS,2021-07-19,Mississippi,South,East South Central,10,727,1012510,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,2022230
MS,2021-07-20,Mississippi,South,East South Central,17,961,1014078,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,2022480
MS,2021-07-21,Mississippi,South,East South Central,16,1199,1014078,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,2022829
MS,2021-07-22,Mississippi,South,East South Central,6,1317,1017820,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,2023405
MS,2021-07-23,Mississippi,South,East South Central,9,1202,1020362,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,2023999
MS,2021-07-24,Mississippi,South,East South Central,12,1202,1020362,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,2023999
MS,2021-07-25,Mississippi,South,East South Central,6,1204,1020362,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,2023999
MS,2021-07-26,Mississippi,South,East South Central,22,1291,1024968,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,2025671
MS,2021-07-27,Mississippi,South,East South Central,13,1875,1026451,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,2043701
MS,2021-07-28,Mississippi,South,East South Central,12,1908,1028473,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,2044662
MS,2021-07-29,Mississippi,South,East South Central,12,1643,1030704,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,2045499
MS,2021-07-30,Mississippi,South,East South Central,20,1663,1032928,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,2046203
MS,2021-07-31,Mississippi,South,East South Central,10,1663,1032928,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1205753,2046203
MS,2021-08-01,Mississippi,South,East South Central,10,1665,1032928,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1196801,2046203
MS,2021-08-02,Mississippi,South,East South Central,17,1574,1038185,2300981,358580,2976149,24509,461022,1975670,24.5,435153,1,0,1,48,19841,456802,1196801,2072487
